debate,speaker,text
dem_primary_debate_2_25_20,BUTTIGIEG,That's why we have got to change what Washington can deliver. [crosstalk] 
dem_primary_debate_2_25_20,WARREN,"So this is about being able to dig in and talk about what really it's going to take to get something done. I've been in the Senate. What I've seen is gun safety legislation introduced, get a majority, and then doesn't pass because of the filibuster. Understand this, the filibuster is giving a veto to the gun industry. It gives a veto to the oil industry. It's going to give a veto on immigration. Until we're willing to dig in and say that if Mitch McConnell is going to do to the next Democratic president what he did to President Obama, and that is try to block every single thing he does, that we are willing to roll back the filibuster, go with the majority vote, and do what needs to be done for the American people. [crosstalk] "
dem_primary_debate_2_25_20,KING,We're going to stay on this top and allow Senator... 
dem_primary_debate_2_25_20,BIDEN,... and I can beat Mitch McConnell. 
dem_primary_debate_2_25_20,WARREN,"Understand this, many people on this stage do not support rolling back the filibuster. Until we're ready to do that, we can't have real change. O'"
dem_primary_debate_2_25_20,DONNELL,I want to allow Senator Sanders to respond because you've gone after the insurance industry. You've taken on pharmaceutical companies. And you've taken on big tech. Why did you vote repeatedly to give gun manufacturers a pass? 
dem_primary_debate_2_25_20,SANDERS,"Well, you know, Joe has voted for terrible trade agreements. [booing] No, no, no, no, no. Joe voted for the war in Iraq. My point was, not to be -- I have cast thousands of votes, including bad votes. That was a bad vote. I have today a D-minus voting record from the NRA. Thirty years ago, I likely lost a race for the one seat for Congress in Vermont because 30 years ago, I opposed -- I supported a ban on assault weapons. Thirty years ago. Right now, my view is we need to expand background checks, end the gun show loophole, and do what the American people want, not what the NRA wants. "
dem_primary_debate_2_25_20,BIDEN,"OK, but wait a second... [crosstalk] "
dem_primary_debate_2_25_20,BUTTIGIEG,... the opposition to the filibuster is not a discretion from a long time ago. 
dem_primary_debate_2_25_20,BLOOMBERG,"I think she recognized me, thank you. I have a 6 million-person organization around this country. Moms Demand Action and Everytown. [applause] We have put background checks -- we have got background checks in 20 states. So you can do it. It's Congress that can't seem to do it. And I don't know why we think they're going to do it. The vice president voted for a death bill, and supported the NRA. And certainly Senator Sanders has supported the NRA. But we can do this. We have just got to stop talking about it. "
dem_primary_debate_2_25_20,KLOBUCHAR,But the way we do it -- the way we do it is having someone leading the ticket from a part of the country that we actually needs the votes. So I have long supported the assault weapon ban. I am the author of the bill to close the boyfriend loophole that says that domestic abusers can't go out and get an AK-47. 
dem_primary_debate_2_25_20,BIDEN,I wrote that law. 
dem_primary_debate_2_25_20,KLOBUCHAR,"That bill, along with -- you didn't write that bill. I wrote that bill. "
dem_primary_debate_2_25_20,BIDEN,"I wrote the bill, the Violence Against Women Act... "
dem_primary_debate_2_25_20,KLOBUCHAR,OK. You did you that. 
dem_primary_debate_2_25_20,BIDEN,... that took out of the hands of people who abused their... 
dem_primary_debate_2_25_20,KLOBUCHAR,OK. We'll have a fact check look at this. 
dem_primary_debate_2_25_20,BIDEN,Let's look at the fact check... 
dem_primary_debate_2_25_20,KLOBUCHAR,Oh my goodness. 
dem_primary_debate_2_25_20,BIDEN,"The only thing that the boyfriend loophole is was not covered. I couldn't get that covered. You, in fact, when you were -- as a senator tried to get it covered and Mitch McConnell is holding it up on his desk right now, and we're going to lose the Violence Against Women Act across the board. "
dem_primary_debate_2_25_20,KLOBUCHAR,"OK. So, if I could finish. I have the bill. Anyone can check it out, to close the boyfriend loophole. Also to close the Charleston loophole is another bill that is out there. Universal background checks. But let me say how we win this. We have got to win in the middle of the country. And while everyone talks about winning rural areas, suburban areas, I'm the only one up here with a receipts that has actually repeatedly, while being for the assault weapon ban, won in Republican congressional districts over and over again, including Michele Bachmann's district. So having someone that can lead the ticket, that can bring people with her, is the way you get gun safety legislation. I look at these proposals and say, do they hit my uncle Dick in the deer stand? They do not. So coming from a proud hunting state and still being able to pass this legislation is going to be the key. O'"
dem_primary_debate_2_25_20,DONNELL,"Senator Klobuchar, thank you. We want to allow many people to get in on this topic. Mayor Buttigieg. "
dem_primary_debate_2_25_20,BUTTIGIEG,"I'm definitely on board with the part about sending up somebody from the middle of the country. But I want to come back to this question about the filibuster because this is not some long-ago bad vote that Bernie Sanders took, this is a current bad position that Bernie Sanders holds. [applause] And we're in South Carolina. How are we going to deliver a revolution if you won't even support a rule change? We are in this state...[booing]. We are in the state where Strom Thurmond used the filibuster to block civil rights legislation repeatedly. No less a Senate traditional figure than Harry Reid has called for it to go. It has got to go, because otherwise Washington will not deliver. I was in high school when the Columbine shooting happened. And I remember everybody in Washington saying, never again, we'll never let this happen again. And then a second school shooting generation has now been produced. Shame on us if we allow there to be a third. And also... [crosstalk] "
dem_primary_debate_2_25_20,BUTTIGIEG,"... in terms of making the case, I think it wouldn't be a bad idea for somebody to illustrate, from the perspective of the a veteran, why the kinds of weaponry, anything remotely like what I trained on in order to go serve in a war zone has no business being sold anywhere near an American school or church or neighbor. [applause] "
dem_primary_debate_2_25_20,KING,"All right, Senator Sanders, please. "
dem_primary_debate_2_25_20,SANDERS,"Thirty years ago, I supported a ban on assault weapons. Mike Bloomberg has started a very good organization, Moms Demand Actions. Congratulations. "
dem_primary_debate_2_25_20,BLOOMBERG,Thank you. 
dem_primary_debate_2_25_20,SANDERS,"They have credited me with gun sense, as you know. "
dem_primary_debate_2_25_20,BLOOMBERG,"Yes, we did. "
dem_primary_debate_2_25_20,SANDERS,"Furthermore, furthermore, it is my view, the time is now, and Joe made this point, look, at the end of the day we need to rally the American people. Here is the good news. Because of all these disgusting and horrific mass shootings, the American people now understand that we must be aggressive on gun safety, not be dictated to by the NRA. And I am proud that I have a D-minus voting record from the NRA. If elected president, it will get worse than that. [applause] "
dem_primary_debate_2_25_20,KING,"All right, Mr. Steyer, please? Mr. Steyer? "
dem_primary_debate_2_25_20,STEYER,"Look, it isn't a question of the American people deciding that we have too much gun violence. Everyone in America knows we have too much gun violence. The problem we have is that corporations have bought Washington, D.C. The gun manufacturers own the Senate of the United States. So even though more than 90 percent of Americans want mandatory background checks on every gun purchase, we can't get it through the Senate. So the question you have to ask yourself is, how do we change the Senate of the United States in a material way? And there are two things. That's why I am for term limits of 12 years for every congressperson and senator, to change who's in charge, to get rid of Mitch McConnell and Lindsey Graham and Ted Cruz. [applause] But I am also -- Senator Sanders is right. We need to win a huge victory across the board. "
dem_primary_debate_2_25_20,KING,"All right, Mr. Steyer. "
dem_primary_debate_2_25_20,STEYER,Democrats need to go to the grassroots. I built one of the biggest grassroots organizations in the United States. 
dem_primary_debate_2_25_20,KING,"Your time's up, sir. "
dem_primary_debate_2_25_20,STEYER,"The way to win at the grassroots is, tell the truth and organize. "
dem_primary_debate_2_25_20,KING,"Your time's up, sir. Bill Whitaker? "
dem_primary_debate_2_25_20,STEYER,That's what it's going to take in 2020. 
dem_primary_debate_2_25_20,KING,"Your time's up, sir. Bill Whitaker? "
dem_primary_debate_2_25_20,WHITAKER,"Let's talk about education. South Carolina's schools score in the bottom half of the national assessment. Black students here consistently score worse than white students. Mayor Bloomberg, a key element of your response to failing schools in New York City was a dramatic increase in public charter schools. As president, would you pursue that same strategy and seek to expand charter schools nationwide? "
dem_primary_debate_2_25_20,BLOOMBERG,"I'm not sure they're appropriate every place. I can only tell you, in New York, they provided parents with an alternative to send students to them. We had -- the charter schools are mixed in with the non-charter public schools, because our charter schools are public schools, as well. They've helped each other. I saw a statistic the other day, when I came into office, zero New York City schools were in the top 25 of the state. When I left, 23 out of 25 were from New York City. We've cut the gap between the rich and the poor. We've made an enormous difference in all of the options that parents have. I raised teacher salaries by 43 percent. I put an extra $5 billion into our school system. I value education. It is the only way to solve the poverty problem is to get people a good education. And rather than just talk about it in New York, we actually did it. [applause] "
dem_primary_debate_2_25_20,WHITAKER,Senator Warren? 
dem_primary_debate_2_25_20,WARREN,"So this is one thing where a president can make a big difference all by herself. And I'm going to start with my secretary of education. My secretary of education will be someone who has taught in public school. [applause] My secretary of education will be someone who believes in public education. And my secretary of education will believe that public dollars should stay in public schools. [applause] One more thing. My secretary of education will believe that it is time to get rid of high-stakes testing. We need to support our children. But, look, we want to build a future in this country? We build a future by investing in our children. I've got a plan to put $800 billion new federal dollars into our public schools. "
dem_primary_debate_2_25_20,WHITAKER,"Thank you. Thank you, Senator. "
dem_primary_debate_2_25_20,WARREN,Education is not free. We must invest in the future of our children. [applause] 
dem_primary_debate_2_25_20,WHITAKER,Senator Sanders? 
dem_primary_debate_2_25_20,SANDERS,"This campaign, our campaign, our campaign is about changing American priorities. Instead of giving tax breaks to billionaires, we're going to have high-quality, universal childcare for every family in this country. Because the psychologists tell us 0 to 4 are the most important years of human development. We are going to triple funding for low-income Title I schools, because kids' education should not depend upon the ZIP Code in which they live. We're going to make public colleges and universities tuition-free through a tax on Wall Street speculation. And we're going to move to make certain that no teacher in America earns less than $60,000 a year. "
dem_primary_debate_2_25_20,WHITAKER,"Thank you, Senator. "
dem_primary_debate_2_25_20,SANDERS,We want great teachers. 
dem_primary_debate_2_25_20,KLOBUCHAR,Can I... 
dem_primary_debate_2_25_20,WHITAKER,Mayor Buttigieg? 
dem_primary_debate_2_25_20,BUTTIGIEG,"Look, the best thing that we can do to support public education is to support public educators. I'm a little biased, because I'm married to one. And I get an education about education every day I come home. I have seen how teachers are expected to dip into their own pockets to furnish their classrooms. Teachers are being expected to handle the mental health challenges that their students are facing because we don't have an adequate mental health system to support kids. And now some politicians, because they aren't willing to face the need for commonsense gun law, are expecting teachers to somehow transform themselves into highly trained armed guards when there's a threat to a classroom. We have to show not only with compensation, but with support for the profession overall our regard for those who are educating our kids. And, yes, that means a secretary of education who will support teachers. It also means investing. "
dem_primary_debate_2_25_20,WHITAKER,Thank you... [crosstalk] 
dem_primary_debate_2_25_20,BUTTIGIEG,I'm proposing an education access... [crosstalk] 
dem_primary_debate_2_25_20,WARREN,One way we -- one way we can support our teachers is to cancel student loan debt. [crosstalk] 
dem_primary_debate_2_25_20,WHITAKER,We're going to pass this on to Major. 
dem_primary_debate_2_25_20,GARRETT,"Candidates, good evening. Candidates, good evening. "
dem_primary_debate_2_25_20,WARREN,People across this country are being crushed by student loan debt. This is an issue we need to talk about. [crosstalk] 
dem_primary_debate_2_25_20,BUTTIGIEG,"And that's what my plan would do, through the education... [crosstalk] "
dem_primary_debate_2_25_20,GARRETT,"As we all know, as we all know, the political conversation in our country is interactive, and because of our partner, Twitter, this debate is no different. So I want to put a question from Twitter to you, Senator Klobuchar. This is from Casey Pennington. How will your policies address and ensure affordable housing and education equity for minimum wage workers? "
dem_primary_debate_2_25_20,KLOBUCHAR,"Thank you. This is one of the first times we've talked about housing. And I put forward an extensive policy. I think -- when I've looked at this both in my job in local government and in the Senate, one sure way we can make sure that kids get a good start is if they have a roof over their head and a stable place to live. So the way you do that is, first of all, taking care of the Section 8 backlog of applicants. There are literally hundreds of thousands of people waiting. And I have found a way to pay for this and a way to make sure that people get off that list and get into housing. Secondly, you create incentives for affordable housing to be built and, third, to help people pay for it. And I want to make clear, given South Carolina and the rural population, as well as urban, that this isn't just an urban problem. It's a big urban problem, but it's also a rural problem, where we have housing deserts and people want to have their businesses located there, but they're not able to get housing. So for me, it's building a coalition. And I actually like to get these things done and to -- the way you do it is by building a coalition between urban and rural so you can pass affordable housing and finally get it done. "
dem_primary_debate_2_25_20,WARREN,This is a point... [crosstalk] 
dem_primary_debate_2_25_20,GARRETT,"Senator Warren, hold on one second, because I want to -- I want to... "
dem_primary_debate_2_25_20,WARREN,"This is a point where we need to talk about race, though. "
dem_primary_debate_2_25_20,GARRETT,I understand. [crosstalk] 
dem_primary_debate_2_25_20,WARREN,It is not enough to talk about housing neutrally... 
dem_primary_debate_2_25_20,BIDEN,Can we just speak up when we want to? Is that the idea? 
dem_primary_debate_2_25_20,WARREN,... and just be race-blind. It is important to recognize the role that the federal government played for decades and decades in discriminating against African-Americans having an opportunity to buy homes. [applause] That's red-lining. 
dem_primary_debate_2_25_20,GARRETT,Mayor... 
dem_primary_debate_2_25_20,WARREN,"And while Mayor Bloomberg was blaming the housing crash of 2008 on African-Americans and on Latinos, in fact, I was out there fighting for a consumer agency to make sure people never get cheated again on their mortgages. We have a -- I have a housing plan, and what it has in it specifically... "
dem_primary_debate_2_25_20,GARRETT,"Senator Warren, thank you. "
dem_primary_debate_2_25_20,WARREN,... is a piece... 
dem_primary_debate_2_25_20,GARRETT,"Senator Warren, thank you. "
dem_primary_debate_2_25_20,WARREN,"... to deal with the effects of red-lining. We can no longer pretend that everything is race-neutral. We have got to address race consciously, what's happening in this country. [applause] "
dem_primary_debate_2_25_20,GARRETT,"OK. Mayor Bloomberg, please, we were going to ask you about this. I want to give you a chance to respond, because in addition to what Senator Warren just said on Twitter, she called you a liar and a borderline racist because of what you said about red-lining. "
dem_primary_debate_2_25_20,BLOOMBERG,"Yes, she's -- I'm sorry, but, unfortunately, she's misinformed on red-lighting. You can go back and look at the record. I fought against it before '08, the crisis, during '08, and after that. Red-lining is not the problem with the mortgage market, but it was a problem for the communities where it was done, and we stopped that. Let me also say, because just -- since I have the floor for a second, that I really am surprised that all of these -- my fellow contestants up here, I guess, would be the right word for it...[laughter]... given nobody pays attention to the clock -- I'm surprised they show up, because I would have thought after I did such a good job in beating them last week, that they'd be a little bit afraid to do that. [audience booing] But let me just say, when you're talking about affordable housing, we created 175,000 units of affordable housing in New York City. And I listened to them. They're in Congress and they say they can't get it done, can't get it done. But if you change something like the president, they would. No, you have to learn how to work with both sides of the aisle and then you can get stuff done. I did it in New York City. I got the Republican State Senate to vote for gay marriage virtually before anybody else in this country. You can work across the aisle. You just have to know how to deal with people. "
dem_primary_debate_2_25_20,GARRETT,"Mayor Bloomberg, thank you very much. Back to you, Bill. "
dem_primary_debate_2_25_20,WHITAKER,"Vice President Biden, black men earn 73 cents for every dollar earned by white men, are about twice as likely to be unemployed, five times more likely to be incarcerated, conditions that ripple across black families and have endured during both Democratic and Republican administrations. How do you convince black voters that you can change years of inequities? "
dem_primary_debate_2_25_20,BIDEN,"Two ways. Number one, my entire life I've been involved with the black community. I was a public defender. I worked in the projects, I came along, and the first thing I did as the chairman of the Judiciary Committee, extended the Voting Rights Act eventually for 25 years. And I have been deeply involved. And my first effort I had as a councilman was doing away with red-lining in the county. The way we do this, we've got to help them create wealth, and that's why we double the amount of money that is available for young entrepreneurs and black entrepreneurs, are as successful as any other group of people in the country. We go from 1.5 billion to $3 billion, taking $30 billion off the sidelines. That's how you create wealth. Secondly, I provide for the opportunity for first-time home buyers to be able to have a $15,000 tax credit so they can get the mortgage at the front end and be able to keep it. Thirdly, I go after those people who are involved gentrification, because what's happening is we're moving people out of their neighborhoods in ways that in fact make no sense. They're being bought out. You cannot find a place to live. And thirdly, I make sure that with regard to housing, we allow people -- look, right now if you live in a black neighborhood and you have the same exact house as the guy across the street in a white neighborhood has, your house is valued significantly less than the white, the same exact house. We've got to deal with the institutional racism. "
dem_primary_debate_2_25_20,WHITAKER,"Thank you, Mr. Vice President. "
dem_primary_debate_2_25_20,BIDEN,"I note how you cut me off all the time but I'm not going to be quiet anymore, OK? "
dem_primary_debate_2_25_20,WHITAKER,Mr. Steyer. 
dem_primary_debate_2_25_20,STEYER,"Every single policy area in the United States has a gigantic subtext of race. We're talking about education. We're talking about criminal justice. We're talking about housing. We're talking about loans. I started a bank to basically correct the injustice in the financial services industry. Basically, to make loans to black-owned, Latino-owned, and women-owned businesses. We've supported over 8,000 affordable housing units. But more than that, I believe I'm the only person on this stage who believes in reparations for slavery. [applause] "
dem_primary_debate_2_25_20,STEYER,"Something happened. We should have a formal commission on race to retell the story of the last 400-plus years in America of African-Americans, of systematic legal injustice, discrimination, and cruelty, but also of 400-plus years of contribution in terms of building the United States of America and leading the United States of America from a moral standpoint. "
dem_primary_debate_2_25_20,WHITAKER,"Thank you, Mr. Steyer. [crosstalk] "
dem_primary_debate_2_25_20,BRENNAN,"Senator Klobuchar, next question, new topic, new topic. Senator Klobuchar... "
dem_primary_debate_2_25_20,BUTTIGIEG,"... for this whole campaign, I don't know where you got the impression... "
dem_primary_debate_2_25_20,BRENNAN,"If you could honor the rules of the debate, thank you. Senator Klobuchar, I'd like to change topics and ask you, rural areas have populations who are older, sicker, and poorer than non-rural communities. And they have to travel farther to get medical help when they need it. Expanding coverage is going to be useless if there are no providers to go to. So how would you ensure that there is available health care in rural areas? "
dem_primary_debate_2_25_20,KLOBUCHAR,"People aren't always aware, I know you are in South Carolina, about how much poverty there is, particularly child poverty in rural areas. So the answer is one size doesn't fit all. And one of the ways you do this, right now we have something called critical access hospitals so they're designated for rural areas. And actually, I am leading -- the lead Democrat on a bill to extend that, to have other types of hospitals, like emergency rooms in rural areas be covered. The other issue is we don't have enough personnel. And so that's where we get to this education plan.. And I don't want agree with some of my colleagues here about putting hard-earned taxpayer money into rich kids going to college. What I think we need to do instead is look at what our needs are in our economy. We're going to have a million openings for home health care workers, particularly in rural areas, that we don't know how to fill. We're going to have over 100,000 openings for nursing assistants. We're not going to have a shortage of sports marketing degrees. We're going to have a shortage of plumbers and nurses. So putting incentives in place with how we do loan payback, making one- and two-year degrees free, and then of course creating loan payback programs if people will go, especially medical students, into rural areas. Final thing is comprehensive immigration reform. I have passed... "
dem_primary_debate_2_25_20,BRENNAN,"Senator, time. "
dem_primary_debate_2_25_20,KLOBUCHAR,I have passed the bill that allows doctors from other countries that study in our medical schools to stay and serve in rural areas. We need to expand that. 
dem_primary_debate_2_25_20,BRENNAN,"Mayor Buttigieg, the floor is yours, would you like -- same question. "
dem_primary_debate_2_25_20,BUTTIGIEG,"Yes, so, when I was born, there was no difference in your life expectancy, if you were born in a rural area or a city. Now the gap is the biggest it has been in a generation, and that is particularly affecting black rural families in places like South Carolina. We're seeing hospital closures right and left. And we're seeing them, in particular, in states where Medicaid was not expanded, something that is hurting black and poor white families and is largely the result of racial voters suppression. See, all of these things are connected, housing, wages, the ability to get anything meaningful done on criminal justice reform. All of these things are going to be harder to deal with as long as black voices are systematically excluded from political participation, which is happening on everything from the purging of voter rolls to the closing of voting locations. And that harms everyone. "
dem_primary_debate_2_25_20,BRENNAN,"You're out of time, sir. "
dem_primary_debate_2_25_20,BUTTIGIEG,"It's why in my Frederick Douglass plan for comprehensively dealing with these issues, part of the core of it is a 21st Century Voting Rights Act. [applause] "
dem_primary_debate_2_25_20,BRENNAN,Senator Sanders. 
dem_primary_debate_2_25_20,SANDERS,"Yes, I'm very proud working with Congressman Jim Clyburn, South Carolina, that we increased funding for the Community Health Center Program by $11 billion as part of the Affordable Care Act, which now provides for 9 million Americans access to primary health care, dental care, mental health counseling, and low-cost prescription drugs, in that bill. We also put $2 billion into a program which would provide debt forgiveness for doctors, nurses, dentists, we have a major dental affordable crisis in this country, to make sure that they are practicing in underserved areas. The advantage of a Medicare for All health care program, because it's not driven by profits for the drug companies and the insurance companies, we will have health care for all people in all parts of this country. [crosstalk] "
dem_primary_debate_2_25_20,BUTTIGIEG,But in order for any of that to happen it has to pass. And we're talking about a plan that... 
dem_primary_debate_2_25_20,BRENNAN,Thank you. Next topic. Gayle? 
dem_primary_debate_2_25_20,BUTTIGIEG,... even goes beyond even what they do... 
dem_primary_debate_2_25_20,KING,"I'm sorry, we're going to go to Mayor Bloomberg. We're going to change topics. Mayor Bloomberg, as mayor of New York, you declared war on obesity, you banned trans-fats from restaurants and you tried to do the same thing with large surgary drinks. So if you become president, will you push those policies on the national level as well? "
dem_primary_debate_2_25_20,BLOOMBERG,"Well, I think what's right for New York City isn't necessarily right for all the other cities, otherwise you would have a naked cowboy in every city. So let's get serious here. But I do think it's the government's job to have good science and to explain to people what science says or how to take care of themselves and extend their lives. The -- we are a country where there are too many people that are obese. We should do something about that. But just a look what happened with smoking. We did ban smoking in New York City in public places, restaurants, offices, and that sort of thing. And it has spread across America, across Europe, across Latin America, even into places in the Middle East and into the Far East. It has saved an enormous number of lives. So it just goes to show, if you have good public health, then you can do things. And one of the great problems today, you read about the virus, what's really happening here is the president fired the pandemic specialist in this country two years ago. So there's nobody here to figure out what the hell we should be doing. [applause] "
dem_primary_debate_2_25_20,BLOOMBERG,"And he has defunded -- he had defunded Centers for Disease Control, CDC, so we don't have the organization we need. This is a very serious thing. As you see, the stock market is falling apart because people are really worried and they should be. "
dem_primary_debate_2_25_20,KING,We're going to talk about that. 
dem_primary_debate_2_25_20,BLOOMBERG,We don't have anybody to respond. I'm sorry. 
dem_primary_debate_2_25_20,KING,"We're going to talk about that in our next segment. Before I leave you, are New Yorkers living longer because of your policies? "
dem_primary_debate_2_25_20,BLOOMBERG,There's no question about that. 
dem_primary_debate_2_25_20,KING,All right. 
dem_primary_debate_2_25_20,BLOOMBERG,"Before I left, life expectancy in New York City had grown by three years during our 12 years in office such that, when I left, it was three years greater than the national average. [applause] "
dem_primary_debate_2_25_20,KING,"All right. Vice President Biden, please. Vice President Biden. "
dem_primary_debate_2_25_20,BIDEN,"Look, one of the things we have to do, we have a thing in the Defense Department called DARPA, a special operation thing to find out all the things we have to deal to make us safer. They came up with the internet, I mean, they came up with the internet, they came up with the whole idea of stealth technology. I'm going to do the same thing at the National Institute of Health. We're going to focus at least $50 billion over the first five years on -- focusing on obesity, diabetes, Alzheimer's, and cancer. And we're going to make that investment because no one else is willing to make that investment. We can, in fact, find cures if we make the investment, and we can get that done. The American people support it. Even Republicans will support it. We have to focus on extending life, saving life, and making people -- put them in a position to be able to live longer and more securely. [applause] "
dem_primary_debate_2_25_20,KING,"All right, Senator Biden, thank you. O'"
dem_primary_debate_2_25_20,DONNELL,"Senator Klobuchar, Senator Sanders wants to legalize marijuana on day one of his presidency...[applause]... and is promising to expunge the record of anyone who has been arrested for possession. As a former prosecutor, is that a a realistic promise? "
dem_primary_debate_2_25_20,KLOBUCHAR,"Well, it is realistic to want to legalize marijuana, I want to do that, too. And I also think you need to look back and -- at people's records and you maybe can't do it on day one, as he said. I think you want to have a process that you go through, because there's too many people that have things on their records that have stopped them from getting jobs. I think a lot of what we also need to do is to make sure that when we do this that we have money for treatment. And it's not necessarily because of marijuana. It is because of things like opioids and the like. And that's why one of the first plans I put out was for treatment, because if you want to make the criminal justice system work, you don't want to have repeat customers, and you want to help people to get off of drugs. And the way you do that is with drug courts. The way you do that, by the way, is with my proposal for a clemency board in the White House so that you don't have a president that pell-mell gives pardons to his buddies and to white-collar offenders, but that, instead, you have a set process that you use that's fair and is outside of the Justice Department, and while getting their advice. "
dem_primary_debate_2_25_20,KING,"All right, thank you, Senator Klobuchar. "
dem_primary_debate_2_25_20,SANDERS,"Norah, can I respond? "
dem_primary_debate_2_25_20,KING,Mayor Bloomberg... 
dem_primary_debate_2_25_20,BIDEN,"Can I respond to that, as well? "
dem_primary_debate_2_25_20,SANDERS,Can I respond? I was mentioned... 
dem_primary_debate_2_25_20,KING,"I'd like to get your thoughts on this, because you have called marijuana another addictive drug that we've never done research on. "
dem_primary_debate_2_25_20,BLOOMBERG,"Look, the first thing you do is we should not make this a criminal thing if you have a small amount. For dealers, yes, but for the average person, no, and you should expunge the records of those that got caught up in this before. [applause] Number two, we're not going to take it away from states that have already done it. But, number three, you should listen to the scientists and the doctors. They say go very slowly. They haven't done enough research. And the evidence so far is worrisome, before we get all our kids, particularly kids in their late teens, boys even more than girls, where this may be damaging their brains. Until we know the science, it's just nonsensical to push ahead. But the cat's out of the bag. So some states have it, you're not going to take it away. Get rid of the -- decriminalize the possession. "
dem_primary_debate_2_25_20,KING,"All right, thank you, Mr. Mayor. O'"
dem_primary_debate_2_25_20,DONNELL,"Senator Sanders, you were name checked. "
dem_primary_debate_2_25_20,SANDERS,"Thank you. All right, look, you're right. We have a criminal justice system today that is not only broken, it is racist, got more people in jail than any other country on Earth, including China. And one of the reasons for that is a horrific war on drugs. So I do believe that, on day one, we will change the Federal Controlled Substance Act, which, if you can believe it, now equates heroin with marijuana. That's insane. We're going to take marijuana out of that and effectively legalize marijuana in every state in the country. What we are also going to do is move to expunge the records of those people who were arrested for possession of marijuana. [applause] And I'll tell you what else we're going to do. We're going to provide help to the African-American, Latino, Native American community to start businesses to sell legal marijuana, rather than let a few corporations control the legalized marijuana market. "
dem_primary_debate_2_25_20,KING,"All right, Senator Sanders, thank you... "
dem_primary_debate_2_25_20,BIDEN,I wrote the drug court bill. 
dem_primary_debate_2_25_20,KING,We passed the halfway mark. 
dem_primary_debate_2_25_20,BIDEN,Can I respond to this? I wrote the -- I wrote the bill that set up drug courts. 
dem_primary_debate_2_25_20,KING,"All right. Thank you, Vice President Biden. We will get back to you. The CBS News Democratic presidential debate will continue right after the break. [commercial break] O'"
dem_primary_debate_2_25_20,DONNELL,"Welcome back, the CBS News Democratic debate. Each of you is campaigning for the role as commander-in-chief, where you will command 1.3 million U.S. troops and be responsible for protecting America's national security. There are also 53,000 here in South Carolina. You said, Senator Warren, you said you wanted to bring home all troops from the Middle East and then you walked that back to say you want to bring home combat troops. "
dem_primary_debate_2_25_20,WARREN,I do. O'
dem_primary_debate_2_25_20,DONNELL,How does that protect America's national security? 
dem_primary_debate_2_25_20,WARREN,"Look, a president's job, first job, is to keep America safe, and an important part of that is to have a strong military. All three of my brothers served in the military, and I understand how much the military sacrifices, how much their families sacrifice, and how much they are willing to put on the line. That means that we have a sacred responsibility to them, and that is not to use our military to solve problems that cannot be solved militarily. We are not winning in Afghanistan. We are not winning in the Middle East. What we need to do is we need to use all of the tools in our toolbox. We need a strong military. We also need a strong State Department. Those are our eyes and ears on the ground. They are our frontlines in diplomacy. We need a strong economy and to work worldwide on that economy, and we need strong alliances. We need to know the difference between our friends and between dictators who would do us harm. And we need to be nicer to our friends than to dictators. We need not to cut and run on our allies. And we need to be nicer to our friends than to dictators. We need not to cut and run on our allies. We need an approach that keeps us safe by using all of the tools in a measured way. O'"
dem_primary_debate_2_25_20,DONNELL,"Mayor Bloomberg, voters have not heard much about your foreign policy views. Would you pull all combat troops out of the Middle East? "
dem_primary_debate_2_25_20,BLOOMBERG,"No. You want to cut it back as much as you can, but I think, if we learned something from 9/11, people plan things overseas and execute them here. We have to be able to stop terrorism. And there's no guarantees that you're going to be able to do it, but we have to have some troops in places where terrorists congregate, and to not do so is just irresponsible. We shouldn't be fighting wars that we can't win. We should go to war only as a last resort. Nobody argues with that. But this is a dangerous world. And if we haven't learnt that after 9/11, I don't know what's going to teach us what to. This -- we have to do something, and I think the budget that we -- the things that I've seen recently convinced me that the military today is better prepared than they have been in an awful long time, and that the monies they are spending on the war of weapons we need for the next war and not for the last, a common mistake that they're not making now. O'"
dem_primary_debate_2_25_20,DONNELL,Thank you. 
dem_primary_debate_2_25_20,BLOOMBERG,They're doing a good job. O'
dem_primary_debate_2_25_20,DONNELL,"Thank you, Mayor Bloomberg. Gayle? "
dem_primary_debate_2_25_20,KING,"Mayor Buttigieg, I'd like to go to you as the only veteran on stage. Can you weigh in on this? "
dem_primary_debate_2_25_20,BUTTIGIEG,"Well, the first time I ever set foot in South Carolina, it was stepping off the bus that brought me to combat training near Fort Jackson. And that was to get ready to go to Afghanistan, where I saw that one of the things that kept me safe, just as sure as my body armor, was the fact that the flag on my shoulder represented a country that was known to keep its word. Our allies and our adversaries knew it. The president has torn that to shreds. And so the first thing we've got to do is restore the credibility of the United States. [applause] The second thing we've got to do is make sure that we not only have the intelligence capabilities -- and I guess I disagree with the mayor; I don't think we need to have ground troops anywhere terrorists can gather, because terrorists can gather anywhere in the world. But we do need intelligence capabilities and specialists on the ground. But what good is that if you have a president who won't listen to them? Right now, some of the biggest threats that we face are not only things like counter-terrorism but issues like global health security and the Coronavirus, that rely on the ability to listen to scientists... "
dem_primary_debate_2_25_20,KING,"Time, Mr. Mayor. "
dem_primary_debate_2_25_20,BUTTIGIEG,... listen to your own intelligence and coordinate with an international community that this president has alienated because his idea of a security strategy is a big wall. 
